lemma,pos,gender,plural,derived_verbs,derived_adj,gloss,etym_lang,source,notes,ipa_raw_lemma,ipa_raw_pl
capitală,N,FEM,capitale,,,capital city,,https://ro.wiktionary.org/wiki/capital%C4%83,,kapiˈtalə,
capitat,ADJ,,,,,capitated,,https://ro.wiktionary.org/wiki/capitat,,,
capitație,N,FEM,capitații,,,capitation,,https://ro.wiktionary.org/wiki/capita%C8%9Bie,,,
capitațiune,N,FEM,capitațiuni,,,,,https://en.wiktionary.org/wiki/capita%C8%9Biune,,,
capitel,N,NEUT,capiteluri,,,capital,la,https://ro.wiktionary.org/wiki/capitel,,ka.piˈtɛw | ka.piˈtɛʊ̯ | kɐ.piˈtɛl | kɐ.piˈtɛɫ | kɐ.piˈtɛ.li | kapiˈtel | ka.piˈt̪el,
capitol,N,NEUT,capitole,,,chapter,la,https://ro.wiktionary.org/wiki/capitol,,kaˈpi.tol,
capitolin,ADJ,,,,,Capitoline,la,https://ro.wiktionary.org/wiki/capitolin,,,
capitonaj,N,NEUT,capitonaje,,,padding,,https://ro.wiktionary.org/wiki/capitonaj,,ka.pi.to'naʒ,
capitonare,N,FEM,capitonări,,,padding,,https://ro.wiktionary.org/wiki/capitonare,,,
capitonat,ADJ,,,,,upholstered,,https://ro.wiktionary.org/wiki/capitonat,,,
capitos,ADJ,,,,,heady,,https://ro.wiktionary.org/wiki/capitos,,,
capitul,N,NEUT,capitule,,,capitulum,,https://ro.wiktionary.org/wiki/capitul,,ˈkɑ.pi.tul,
capitulantă,N,FEM,capitulante,,,,,https://ro.wiktionary.org/wiki/capitulant%C4%83,,ka.pi.tu'lan.tə,
capitular,ADJ,,,,,,,https://en.wiktionary.org/wiki/capitular,,kə.pi.tuˈlar | kə.pi.tuˈla | ka.pi.tuˈlaɾ | ka.pi.tuˈla(ʁ) | ka.pi.tuˈla(h) | ka.pi.tuˈla(ɾ) | ka.pi.tuˈla(χ) | ka.pi.tuˈla(ɻ) | kɐ.pi.tuˈlaɾ | kɐ.pi.tuˈla.ɾi | ka.pi.tuˈlaʁ | ka.pi.tuˈlah | ka.pi.tuˈlaχ | ka.pi.tuˈlaɻ | kapituˈlaɾ | ka.pi.t̪uˈlaɾ,
capitulard,ADJ,,,,,surrendering,,https://ro.wiktionary.org/wiki/capitulard,,,
capitulardă,N,FEM,capitularde,,,,,https://en.wiktionary.org/wiki/capitulard%C4%83,,,
capitulare,N,FEM,capitulări,,,capitulation,,https://ro.wiktionary.org/wiki/capitulare,,ka.pɪ.tʊˈɫaː.rɛ | ka.pi.tuˈlaː.re,
capitulație,N,FEM,capitulații,,,capitulation,,https://ro.wiktionary.org/wiki/capitula%C8%9Bie,,,
capitulațiune,N,FEM,capitulațiuni,,,,,https://ro.wiktionary.org/wiki/capitula%C8%9Biune,,,
capitălaș,N,NEUT,capitălaș,,,small capital,,https://ro.wiktionary.org/wiki/capit%C4%83la%C8%99,,ka.pi.tə'laʃ,
capităluță,N,FEM,capităluțe,,,small capital city,,https://ro.wiktionary.org/wiki/capit%C4%83lu%C8%9B%C4%83,,ka.pi.tə'lu.ʦə,
capișon,N,NEUT,capișoane,,,hood,,https://ro.wiktionary.org/wiki/capi%C8%99on,,ka.pi'ʃon,
capiște,N,FEM,capiști,,,temple or shrine,,https://ro.wiktionary.org/wiki/capi%C8%99te,,'ka.piʃ.te,
caplan,N,MASC,caplani,,,a turban made from a tiger pelt worn by Ottoman soldiers,,https://en.wiktionary.org/wiki/caplan,,,
capnomanție,N,FEM,capnomanție,,,capnomancy,,https://ro.wiktionary.org/wiki/capnoman%C8%9Bie,,kap.no.manˈt͡si.e,
capodoperă,N,FEM,capodopere,,,masterpiece,,https://ro.wiktionary.org/wiki/capodoper%C4%83,,ka.po.do'pe.rə,
caponieră,N,FEM,caponiere,,,caponier,,https://ro.wiktionary.org/wiki/caponier%C4%83,,ka.po.ni'e.rə,
caporal,N,MASC,caporali,,,corporal,,https://ro.wiktionary.org/wiki/caporal,,kə.puˈɾal | kə.poˈɾal | ka.poˈɾal | ka.poˈɾaw | ka.poˈɾaʊ̯ | kɐ.puˈɾal | kɐ.puˈɾaɫ | kɐ.puˈɾa.li | kapoˈɾal,
caporalism,N,NEUT,caporalism,,,,,https://ro.wiktionary.org/wiki/caporalism,,,
capotare,N,FEM,capotări,,,overturning of a vehicle,,https://ro.wiktionary.org/wiki/capotare,,ka.poˈta.re,
capotă,N,FEM,capote,,,hood,,https://ro.wiktionary.org/wiki/capot%C4%83,,ka'po.tə,
capoțel,N,NEUT,capoțele,,,small dressing gown,,https://ro.wiktionary.org/wiki/capo%C8%9Bel,,,
cappuccino,N,NEUT,cappuccino,,,,fr,https://ro.wiktionary.org/wiki/cappuccino,,ˌkæpʊˈtʃiːnəʊ | -pə- | ˌkæpəˈt͡ʃinoʊ | -iːnəʊ | ˌkæpʊˈtʃiːni | ˌkæpəˈt͡ʃini | ˌkɑ.puˈtʃi.noː | ˌkɑ.pyˈtʃi.noː | ˈkɑputʃi(ː)no | ˈkɑ̝put̪ˌʃi(ː)no̞ | ˈkɑputsi(ː)no | ˈkɑ̝putˌs̠i(ː)no̞ | kap.putˈt͡ʃi.no | ka.puˈt͡ʂi.nɔ | ka.puˈt͡ʃĩ.nu | ka.puˈt͡ʃi.no | kɐ.puˈʃi.nu | kɐ.puˈt͡ʃi.nu | kapuˈt͡ʃino,
capricios,ADJ,,,,,whimsical,,https://ro.wiktionary.org/wiki/capricios,,,
capriciu,N,NEUT,capricii,,,whim,,https://ro.wiktionary.org/wiki/capriciu,,fr:caprice | tr:kapris,
capricorn,N,NEUT,,,,"ibex, capra",,https://ro.wiktionary.org/wiki/capricorn,needs plural confirmation,,
caprifoi,N,MASC,caprifoi,,,honeysuckle,la,https://ro.wiktionary.org/wiki/caprifoi,,tr:hanımeli,
caprimulg,N,MASC,caprimulgi,,,European nightjar,,https://ro.wiktionary.org/wiki/caprimulg,,ka.priˈmulg | fr:engoulevent | tr:çobanaldatan,
caprin,ADJ,,,,,"caprine, goatlike",,https://ro.wiktionary.org/wiki/caprin,,kaˈprin,
caprină,N,FEM,caprine,,,caprine; type of caprid,la,https://ro.wiktionary.org/wiki/caprin%C4%83,,kaˈprinə,
capriț,N,NEUT,capriții,,,,,https://ro.wiktionary.org/wiki/capri%C8%9B,,,
caprițios,ADJ,,,,,,,https://ro.wiktionary.org/wiki/capri%C8%9Bios,,,
caprițiu,N,NEUT,capriții,,,,,https://en.wiktionary.org/wiki/capri%C8%9Biu,,,
caprolactamă,N,FEM,caprolactamă,,,caprolactam,,https://ro.wiktionary.org/wiki/caprolactam%C4%83,,ka.pro.lak'ta.mə,
capron,N,NEUT,,,,polycaprolactam,,https://ro.wiktionary.org/wiki/capron,needs plural confirmation,kaˈpron,
capră,N,FEM,capre,,căpresc | căpriu | căprui,goat,,https://ro.wiktionary.org/wiki/capr%C4%83,,ˈka.prə,
capsat,ADJ,,,,,stapled,,https://ro.wiktionary.org/wiki/capsat,,,
capsator,N,NEUT,capsatoare,,,stapler,,https://ro.wiktionary.org/wiki/capsator,,,
capsoman,N,MASC,capsomani,,,a stubborn person,,https://ro.wiktionary.org/wiki/capsoman,,kap.soˈman,
capsomană,N,FEM,capsomane,,,,,https://ro.wiktionary.org/wiki/capsoman%C4%83,,kap.so'ma.nə,
capsular,ADJ,,,,,,,https://ro.wiktionary.org/wiki/capsular,,kəp.suˈlar | kəp.suˈla | kap.suˈlaɾ | kabsuˈlaɾ | kaβ̞.suˈlaɾ,
capsulare,N,FEM,capsulări,,,capsulation,,https://ro.wiktionary.org/wiki/capsulare,,ka.psuˈla.re,
capsulat,ADJ,,,,,encapsulated,,https://ro.wiktionary.org/wiki/capsulat,,,
capsulifer,ADJ,,,,,capsuliferous,,https://ro.wiktionary.org/wiki/capsulifer,,,
capsuloplastie,N,FEM,capsuloplastii,,,capsuloplasty,,https://en.wiktionary.org/wiki/capsuloplastie,,,
capsulotomie,N,FEM,capsulotomii,,,capsulotomy,,https://en.wiktionary.org/wiki/capsulotomie,,,
capsulă,N,FEM,capsule,,,capsule,,https://ro.wiktionary.org/wiki/capsul%C4%83,,kap'su.lə,
capsă,N,FEM,capse,capsa,,capsule,de,https://ro.wiktionary.org/wiki/caps%C4%83,,'kap.sə,
captabil,ADJ,,,,,catchable,,https://ro.wiktionary.org/wiki/captabil,,,
captalan,N,MASC,captalani,,,butterbur,,https://ro.wiktionary.org/wiki/captalan,,fr:chapelière,
captar,N,NEUT,captare,,,beehive cover,,https://en.wiktionary.org/wiki/captar,,kəpˈta | kapˈtaɾ | kɑpˈt̪aɾ | kapˈta(ʁ) | kapˈta(h) | kapˈta(ɾ) | kapˈta(χ) | kapˈta(ɻ) | kɐˈptaɾ | kɐˈpta.ɾi | kabˈtaɾ | kaβ̞ˈt̪aɾ,
captare,N,FEM,captări,,,capture,,https://ro.wiktionary.org/wiki/captare,,kapˈta.re,
captat,ADJ,,,,,captured,,https://ro.wiktionary.org/wiki/captat,,kəpˈtat | kapˈtat,
captator,N,NEUT,captatoare,,,capturer,,https://ro.wiktionary.org/wiki/captator,,kapˈtaː.tɔr | kapˈtaː.tor,
captație,N,FEM,captații,,,catchment,,https://ro.wiktionary.org/wiki/capta%C8%9Bie,,,
captațiune,N,FEM,captațiuni,,,,,https://en.wiktionary.org/wiki/capta%C8%9Biune,,,
captiv,ADJ,,,,,captive,,https://ro.wiktionary.org/wiki/captiv,,,
captivant,ADJ,,,,,captivating,,https://ro.wiktionary.org/wiki/captivant,,kap.tiˈvant,
captivare,N,FEM,,,,captivation,,https://ro.wiktionary.org/wiki/captivare,needs plural confirmation,,
captivat,ADJ,,,,,engaged,,https://ro.wiktionary.org/wiki/captivat,,kəp.tiˈβat | kəp.tiˈvat | kap.tiˈvat,
captivitate,N,FEM,captivitate,,,captivity,,https://ro.wiktionary.org/wiki/captivitate,,,
capturare,N,FEM,capturări,,,catch,,https://ro.wiktionary.org/wiki/capturare,,,
capturat,ADJ,,,,,captured,,https://en.wiktionary.org/wiki/capturat,,kəp.tuˈɾat | kap.tuˈɾat,
captură,N,FEM,capturi,,,capture,,https://ro.wiktionary.org/wiki/captur%C4%83,,kap'tu.rə,
captă,N,FEM,capte,,,shoemaker's last,,https://en.wiktionary.org/wiki/capt%C4%83,,,
capuchehaia,N,FEM,capuchehaiale,,,chief diplomatic representative of the Danubian Principalities at the Ottoman Empire,,https://ro.wiktionary.org/wiki/capuchehaia,,ka.pu.ke.haˈja,
capuchehaie,N,FEM,capuchehăi,,,,,https://ro.wiktionary.org/wiki/capuchehaie,,ka.pu.keˈha.je,
capucin,N,MASC,capucini,,,Capuchin,,https://ro.wiktionary.org/wiki/capucin,,,
capucină,N,FEM,capucine,,,,,https://en.wiktionary.org/wiki/capucin%C4%83,,,
capugiu,N,MASC,capugii,,,representative of the Ottoman Empire in charge with changing the Princes of Wallachia and Moldavia,,https://ro.wiktionary.org/wiki/capugiu,,ka.puˈʤiw,
capuțin,N,NEUT,capuține,,,,,https://ro.wiktionary.org/wiki/capu%C8%9Bin,,,
capuținer,N,NEUT,capuținere,,,cappuccino,,https://ro.wiktionary.org/wiki/capu%C8%9Biner,,,
capverdian,N,MASC,capverdieni,,,Cape Verdean,,https://en.wiktionary.org/wiki/capverdian,,,
capverdiană,N,FEM,capverdiane,,,,,https://en.wiktionary.org/wiki/capverdian%C4%83,,,
capîntortură,N,FEM,capîntorturi,,,Eurasian wryneck,,https://ro.wiktionary.org/wiki/cap%C3%AEntortur%C4%83,,kap.ɨn.tor'tu.rə,
capă,N,FEM,cape,,,cape,,https://ro.wiktionary.org/wiki/cap%C4%83,,'ka.pə,
capăt,N,NEUT,capete,căpătui,,"termination, end",la,https://ro.wiktionary.org/wiki/cap%C4%83t,,ˈka.pət,
capșon,N,NEUT,capșoane,,,,,https://en.wiktionary.org/wiki/cap%C8%99on,,,
carab,N,MASC,carabi,,,golden ground beetle,,https://ro.wiktionary.org/wiki/carab,,,
caraban,N,MASC,carabani,,,stag beetle,,https://ro.wiktionary.org/wiki/caraban,,ka.raˈban,
carabete,N,MASC,carabeți,,,,,https://ro.wiktionary.org/wiki/carabete,,,
carabidă,N,FEM,carabide,,,carabid,,https://ro.wiktionary.org/wiki/carabid%C4%83,,ka.ra'bi.də,
carabinier,N,MASC,carabinieri,,,carabineer,,https://ro.wiktionary.org/wiki/carabinier,,,
carabină,N,FEM,carabine,,,rifle,,https://ro.wiktionary.org/wiki/carabin%C4%83,,ka.ra'bi.nə | fr:carabine | tr:karabina,
carabiță,N,FEM,carabițe,,,,,https://en.wiktionary.org/wiki/carabi%C8%9B%C4%83,,,
caraboia,N,FEM,caraboiele,,,green vitriol,,https://en.wiktionary.org/wiki/caraboia,,,
carabușcă,N,FEM,carabuști,,,tobacco box,,https://ro.wiktionary.org/wiki/carabu%C8%99c%C4%83,,ka.ra'buʃ.kə,
carabăț,N,MASC,carabeți,,,aquatic insect larva,,https://ro.wiktionary.org/wiki/carab%C4%83%C8%9B,,ka.raˈbəʦ,
caracara,N,MASC,,,,,tup,https://ro.wiktionary.org/wiki/caracara,needs plural confirmation,ka.raˈka.ra,
caracatiță,N,FEM,caracatițe,,,octopus,,https://ro.wiktionary.org/wiki/caracati%C8%9B%C4%83,,ka.ra'ka.ti.ʦə | fr:pieuvre | fr:poulpe | tr:ahtapot,
caracașicuri,N,,caracașicuri,,,trifle,,https://ro.wiktionary.org/wiki/caraca%C8%99icuri,needs gender confirmation,ka.ra.ka'ʃi.kurʲ,
carachiul,N,MASC,carachiuli,,,,,https://ro.wiktionary.org/wiki/carachiul,,ka.raˈkjul,
caracter,N,NEUT,caractere,caracteriza,caracteristic | caracteristică,character,la,https://ro.wiktionary.org/wiki/caracter,,ka.rakˈter,
caracterial,ADJ,,,,,temperamental,,https://ro.wiktionary.org/wiki/caracterial,,,
caracteristic,ADJ,,,,,"characteristic, particular",,https://ro.wiktionary.org/wiki/caracteristic,,ka.rak.teˈris.tik,
caracteristică,N,FEM,caracteristici,,,"characteristic, trait, feature",grc,https://ro.wiktionary.org/wiki/caracteristic%C4%83,,ka.rak.teˈris.ti.kə,
caracterizabil,ADJ,,,,,characterizable,,https://ro.wiktionary.org/wiki/caracterizabil,,,
caracterizant,ADJ,,,,,characterizing,,https://ro.wiktionary.org/wiki/caracterizant,,,
caracterizare,N,FEM,caracterizări,,,characterization,,https://ro.wiktionary.org/wiki/caracterizare,,,
caracterizat,ADJ,,,,,characterized,,https://ro.wiktionary.org/wiki/caracterizat,,,
caracterizator,ADJ,,,,,characterizing,,https://ro.wiktionary.org/wiki/caracterizator,,,
caracterologic,ADJ,,,,,characteristic,,https://ro.wiktionary.org/wiki/caracterologic,,,
caracterologie,N,FEM,caracterologie,,,characterology,,https://ro.wiktionary.org/wiki/caracterologie,,,
caracudă,N,FEM,caracude,,,crucian carp,,https://ro.wiktionary.org/wiki/caracud%C4%83,,ka.ra'ku.də,
caracul,N,NEUT,,,,karakul,,https://ro.wiktionary.org/wiki/caracul,needs plural confirmation,ka.raˈkul,
caraculac,N,MASC,caraculaci,,,caracal,,https://en.wiktionary.org/wiki/caraculac,,,
carafă,N,FEM,carafe,,,carafe,,https://ro.wiktionary.org/wiki/caraf%C4%83,,ka'ra.fə,
caragaci,N,MASC,,,,elm,,https://en.wiktionary.org/wiki/caragaci,needs plural confirmation,,
caragană,N,FEM,caragane,,,caragana,,https://ro.wiktionary.org/wiki/caragan%C4%83,,ka.ra'ga.nə,
caragață,N,FEM,caragațe,,,magpie,,https://ro.wiktionary.org/wiki/caraga%C8%9B%C4%83,,ka.ra'ga.ʦə,
caraghios,ADJ,,,,,"funny, silly",,https://ro.wiktionary.org/wiki/caraghios,,karaˈɡjos,
caraghioslâc,N,NEUT,caraghioslâcuri,,,"drollery, tomfoolery",,https://ro.wiktionary.org/wiki/caraghiosl%C3%A2c,,ka.ra.gjosˈlɨk,
caraghioz,ADJ,,,,,,,https://en.wiktionary.org/wiki/caraghioz,,,
caraghiozlâc,N,NEUT,caraghiozlâcuri,,,,,https://en.wiktionary.org/wiki/caraghiozl%C3%A2c,,,
caragialesc,ADJ,,,,,Of or pertaining to the Romanian playwright w:Ion Luca Caragiale|Ion Luca Caragiale or in the style of Caragiale,,https://ro.wiktionary.org/wiki/caragialesc,,,
caragialian,ADJ,,,,,Of or pertaining to the Romanian playwright w:Ion Luca Caragiale|Ion Luca Caragiale or in the style of Caragiale,,https://ro.wiktionary.org/wiki/caragialian,,,
caragroș,N,MASC,caragroși,,,an Ottoman coin,,https://en.wiktionary.org/wiki/caragro%C8%99,,,
caraib,N,MASC,caraibi,,,Caribbean,,https://en.wiktionary.org/wiki/caraib,,,
caraibă,N,FEM,caraibe,,,,,https://en.wiktionary.org/wiki/caraib%C4%83,,,
caraiman,N,NEUT,caraimane,,,pocket,,https://en.wiktionary.org/wiki/caraiman,,,
caraliu,N,MASC,caralii,,,cop,,https://en.wiktionary.org/wiki/caraliu,,,
caramangiu,N,MASC,caramangii,,,pickpocket,,https://en.wiktionary.org/wiki/caramangiu,,,
carambol,N,NEUT,,,,carom,,https://ro.wiktionary.org/wiki/carambol,needs plural confirmation,ka.ramˈbol,
carambolaj,N,NEUT,carambolaje,,,carom,,https://ro.wiktionary.org/wiki/carambolaj,,ka.ram.bo'laʒ,
caramea,N,FEM,caramele,,,,,https://ro.wiktionary.org/wiki/caramea,,ka.raˈme̯a,
caramel,N,NEUT,carameluri,,,,,https://ro.wiktionary.org/wiki/caramel,,ˈkæɹ.ə.mɛl | ˈkæɹ.ə.məl | ˈkɛɹ.ə.mɛl | ˈkɛɹ.ə.məl | ˈkɑɹ.məl | ˈkɑɹ.ə.məl | ˈkɑɹ.ə.mɛl | ˈkʲa.ɾə.mɛl | ˈkʲæ.ɾə.mɛl | ˈkʲa.ɹə.mɛl | ˈkʲæ.ɹə.mɛl | ˈkarəmɛl | ˈkarəm(ə)l | ˈkerəˌmel | ˈkɑrməl | kə.ɾəˈmɛl | ka.ɾaˈmɛl,
caramelizare,N,FEM,,,,caramelization,,https://ro.wiktionary.org/wiki/caramelizare,needs plural confirmation,,
caramelizat,N,NEUT,caramelizaturi,,,caramelized,,https://en.wiktionary.org/wiki/caramelizat,,,
caramelă,N,FEM,caramele,,,"sweet , candy",de,https://ro.wiktionary.org/wiki/caramel%C4%83,,ka.ra'me.lə,
caransebeșean,N,MASC,caransebeșeni,,,,,https://en.wiktionary.org/wiki/caransebe%C8%99ean,,,
caransebeșeancă,N,FEM,caransebeșence,,,,,https://en.wiktionary.org/wiki/caransebe%C8%99eanc%C4%83,,,
carantină,N,FEM,,,,quarantine,,https://ro.wiktionary.org/wiki/carantin%C4%83,needs plural confirmation,ka.ranˈti.nə,
carapace,N,FEM,carapace,,,shell,,https://ro.wiktionary.org/wiki/carapace,,ˈkæ.ɹəˌpeɪs | ˈkɛɹ.əˌpeɪs | ka.raˈpa.t͡ʃe | -atʃe,
carar,N,NEUT,cararuri,,,decision,ar,https://en.wiktionary.org/wiki/carar,,,
caras,N,MASC,carași,,,crucian carp,,https://ro.wiktionary.org/wiki/caras,,ˈkaɾas | ˈkɑ.ɾas̺ | ˈka.ɾas,
carat,N,NEUT,carate,,,karat,,https://ro.wiktionary.org/wiki/carat,,ˈkæ.ɹət | ˈkɛɹ.ət | -æɹət | ˈkaɾəd̪ | ɡ(ʲ)- | ˈka.ɾəd̪ | ˈka.ɾad̪ | ɡ-,
carată,N,FEM,carate,,,,,https://ro.wiktionary.org/wiki/carat%C4%83,,ka'ra.tə,
caraul,N,MASC,carauli,,,,,https://en.wiktionary.org/wiki/caraul,,,
caraulaș,N,MASC,caraulași,,,guard,,https://ro.wiktionary.org/wiki/caraula%C8%99,,ka.ra.uˈlaʃ,
caraulă,N,FEM,caraule,,,watchman,xng,https://ro.wiktionary.org/wiki/caraul%C4%83,,ka.raˈu.lə,
caravanier,N,MASC,caravanieri,,,caravanner,,https://ro.wiktionary.org/wiki/caravanier,,,
caravanserai,N,NEUT,caravanseraiuri,,,,ota,https://ro.wiktionary.org/wiki/caravanserai,,ˌkæɹəˈvænsəɹaɪ | ˌkɛɹəˈvænsəˌɹaɪ,
caravană,N,FEM,caravane,,,caravan,fro,https://ro.wiktionary.org/wiki/caravan%C4%83,,ka.ra'va.nə,
caravelă,N,FEM,caravele,,,caravel,,https://ro.wiktionary.org/wiki/caravel%C4%83,,ka.ra've.lə,
caraș,N,MASC,carași,,,,,https://en.wiktionary.org/wiki/cara%C8%99,,,
carbamat,N,MASC,carbamați,,,carbamate,,https://ro.wiktionary.org/wiki/carbamat,,,
carbamic,ADJ,,,,,,,https://ro.wiktionary.org/wiki/carbamic,,kɑːˈbam.ɪk | kɑːˈbæm.ɪk | kɑɹˈbæm.ɪk | kɐːˈbæm.ɪk | kɐːˈbɛm.ək | kaɹˈbam.ɪk | kaːʳˈbam.ɪk,
carbenă,N,FEM,carbene,,,carbene,,https://ro.wiktionary.org/wiki/carben%C4%83,,kar'be.nə,
carbid,N,NEUT,,,,carbide,,https://ro.wiktionary.org/wiki/carbid,needs plural confirmation,kɑrˈbit,
carbinol,N,MASC,,,,,,https://ro.wiktionary.org/wiki/carbinol,needs plural confirmation,kar.biˈnol,
carboanță,N,FEM,carboanțe,,,karbovanets,,https://ro.wiktionary.org/wiki/carboan%C8%9B%C4%83,,kar'bo̯an.ʦə,
carboavă,N,FEM,carboave,,,one ruble silver coin,pl,https://ro.wiktionary.org/wiki/carboav%C4%83,,kar'bo̯a.və,
carbodiamidă,N,FEM,carbodiamidă,,,carbodiimide,,https://ro.wiktionary.org/wiki/carbodiamid%C4%83,,kar.bo.di.a'mi.də,
carbogazos,ADJ,,,,,carbonated,,https://en.wiktionary.org/wiki/carbogazos,,,
carbogen,N,NEUT,,,,,,https://ro.wiktionary.org/wiki/carbogen,needs plural confirmation,,
carbohemoglobină,N,FEM,carbohemoglobină,,,carbohemoglobin,,https://ro.wiktionary.org/wiki/carbohemoglobin%C4%83,,kar.bo.he.mo.glo'bi.nə,
carbohidrat,N,MASC,carbohidrați,,,carbohydrate,,https://ro.wiktionary.org/wiki/carbohidrat,,,
carbohidrază,N,FEM,carbohidraze,,,carbohydrase,,https://en.wiktionary.org/wiki/carbohidraz%C4%83,,,
carbolic,ADJ,,,,,,,https://ro.wiktionary.org/wiki/carbolic,,,
carbolineum,N,NEUT,,,,,,https://ro.wiktionary.org/wiki/carbolineum,needs plural confirmation,kar.bo.liˈne.um,
carbometru,N,NEUT,carbometre,,,carbometer,,https://ro.wiktionary.org/wiki/carbometru,,,
carbon,N,NEUT,,,carbonier,,la,https://ro.wiktionary.org/wiki/carbon,needs plural confirmation,karˈbon,
carbonado,N,NEUT,,,,,,https://ro.wiktionary.org/wiki/carbonado,needs plural confirmation,ˌkɑːbəˈneɪdəʊ | -ˈnɑː- | ˌkɑɹbəˈneɪdoʊ | kar.boˈna.do,
carbonar,N,MASC,carbonari,,,carbonaro,,https://ro.wiktionary.org/wiki/carbonar,,kaɾboˈnaɾ | kaɾ.β̞oˈnaɾ,
carbonarism,N,NEUT,,,,Carbonarism,,https://en.wiktionary.org/wiki/carbonarism,needs plural confirmation,,
carbonat,N,MASC,carbonați,,,carbonate,,https://ro.wiktionary.org/wiki/carbonat,,kar.boˈnat,
carbonatare,N,FEM,,,,carbonation,,https://ro.wiktionary.org/wiki/carbonatare,needs plural confirmation,,
carbonic,ADJ,,,,,,,https://ro.wiktionary.org/wiki/carbonic,,karˈbo.nik,
carbonier,ADJ,,,,,coal,,https://ro.wiktionary.org/wiki/carbonier,,kar.bo.niˈer,
carbonifer,N,NEUT,carboniferi,,,carboniferous,,https://ro.wiktionary.org/wiki/carbonifer,,,
carbonificare,N,FEM,,,,carbonization,,https://ro.wiktionary.org/wiki/carbonificare,needs plural confirmation,,
carbonil,N,MASC,carbonili,,,carbonyl,,https://ro.wiktionary.org/wiki/carbonil,,,
carbonilic,ADJ,,,,,carbonylic,,https://ro.wiktionary.org/wiki/carbonilic,,,
carbonizabil,ADJ,,,,,carbonizable,,https://en.wiktionary.org/wiki/carbonizabil,,,
carbonizare,N,FEM,carbonizări,,,carbonization,,https://ro.wiktionary.org/wiki/carbonizare,,,
carbonizat,ADJ,,,,,carbonized,,https://en.wiktionary.org/wiki/carbonizat,,,
carborundum,N,NEUT,,,,,,https://ro.wiktionary.org/wiki/carborundum,needs plural confirmation,ˌkɑɹ.bəˈɹʌn.dəm,
carboxihemoglobină,N,FEM,carboxihemoglobină,,,carboxyhemoglobin,,https://ro.wiktionary.org/wiki/carboxihemoglobin%C4%83,,,
carboxil,N,MASC,carboxili,,,carboxyl,,https://ro.wiktionary.org/wiki/carboxil,,kar.bokˈsil,
carboxilază,N,FEM,carboxilaze,,,carboxylase,,https://ro.wiktionary.org/wiki/carboxilaz%C4%83,,,
carboxilic,ADJ,,,,,carboxylic,,https://en.wiktionary.org/wiki/carboxilic,,ˌkar.boˈksi.lik,
carbuncul,N,NEUT,carbuncule,,,carbuncle,la,https://en.wiktionary.org/wiki/carbuncul,,,
carburant,N,MASC,carburanți,,,fuel,,https://ro.wiktionary.org/wiki/carburant,,,
carburator,N,NEUT,carburatoare,,,carburetor,,https://ro.wiktionary.org/wiki/carburator,,kɑr.byˈraː.tɔr,
carburație,N,FEM,carburații,,,carburetion,,https://ro.wiktionary.org/wiki/carbura%C8%9Bie,,,
carburațiune,N,FEM,carburațiuni,,,,,https://en.wiktionary.org/wiki/carbura%C8%9Biune,,,
carbură,N,FEM,carburi,,,carbide,,https://ro.wiktionary.org/wiki/carbur%C4%83,,kar'bu.rə,
carcalete,N,NEUT,,,,sweetened wine,,https://ro.wiktionary.org/wiki/carcalete,needs plural confirmation,kar.kaˈle.te,
carcasă,N,FEM,carcase,,,carcass,,https://ro.wiktionary.org/wiki/carcas%C4%83,,kar'ka.sə,
carcere,N,FEM,carceri,,,,,https://en.wiktionary.org/wiki/carcere,,ˈkar.t͡ʃe.re | -artʃere,
carceră,N,FEM,carcere,,,solitary confinement,,https://ro.wiktionary.org/wiki/carcer%C4%83,,'kar.ʧe.rə,
carcinogen,ADJ,,,,,carcinogenic,,https://ro.wiktionary.org/wiki/carcinogen,,kɑɹˈsɪnəd͡ʒən,
carcinogeneză,N,FEM,carcinogeneze,,,carcinogenesis,,https://ro.wiktionary.org/wiki/carcinogenez%C4%83,,kar.ʧi.no.ʤe'ne.zə,
carcinologic,ADJ,,,,,carcinological,,https://ro.wiktionary.org/wiki/carcinologic,,,
carcinologie,N,FEM,,,,carcinology,,https://ro.wiktionary.org/wiki/carcinologie,needs plural confirmation,,
carcinom,N,NEUT,carcinoame,,,carcinoma,,https://ro.wiktionary.org/wiki/carcinom,,kar.t͡ʃiˈnom,
carcinomatos,ADJ,,,,,carcinomatous,,https://en.wiktionary.org/wiki/carcinomatos,,,
carcinomatoză,N,FEM,carcinomatoze,,,carcinomatosis,,https://ro.wiktionary.org/wiki/carcinomatoz%C4%83,,kar.ʧi.no.ma'to.zə,
carcinoză,N,FEM,carcinoze,,,carcinosis,,https://ro.wiktionary.org/wiki/carcinoz%C4%83,,kar.ʧi'no.zə,
card,N,NEUT,carduri,,,,,https://en.wiktionary.org/wiki/card,,ˈkart | ˈkaɾt | ˈkard,
cardama,N,FEM,cardamale,,,watercress,,https://ro.wiktionary.org/wiki/cardama,,kar.daˈma | tr:suteresi,
cardamină,N,FEM,cardamine,,,cardamine,la,https://en.wiktionary.org/wiki/cardamin%C4%83,,,
cardamom,N,NEUT,,,,,,https://ro.wiktionary.org/wiki/cardamom,needs plural confirmation,kar.daˈmom,
cardan,N,NEUT,cardanuri,,,universal joint,,https://ro.wiktionary.org/wiki/cardan,,,
